name,address,hash,license,date,compiler,evm,transactions,balance,length
BUSDImplementation,0x5864c777697bf9881220328bf2f16908c9afcd7e,339aec27076ceb75,MIT,2019-09-06_00-32-45,v0.4.24+commit.e67f0147,Default,1,0,13152
Broadcast,0xe1830835920a97d9de07994b72959a1207374bc6,197e8e3f4e9a18f0,MIT,2020-03-02_14-46-57,v0.4.26+commit.4563c3fc,Default,195,0,2537
DssSpell,0x569c1d105f08f685e023bb4fc6f69957e2401df8,d39b5b86f5975c4,GNU GPLv3,2020-04-30_02-29-18,v0.5.12+commit.7709ece9,Default,3,0,2959
ManagedGrantFactory,0x43cf9E26857B188868051bDcFAcEdBB38531964E,45ec13daf7eb9443,MIT,2020-04-28_04-53-14,v0.5.17+commit.d19bba13,Default,1,0,12853
HBIF,0x5dcc6f5dc918fc399db0cb6cf3d160ae3bfb0c2f,b958764f91a4134,MIT,2019-07-17_11-58-00,v0.4.26+commit.4563c3fc,Default,32,0,5723
flashIt,0x9d837b62dfc017fe6223e69dbf6aa10d0883bd22,1e4ee050b8560bb3,MIT,2020-05-01_12-35-59,v0.4.26+commit.4563c3fc,Default,3,0,3122
LexLocker,0xfd2e3323f1e0a84f4d2cf7cda809137fbce5174d,4b9e338189a8e008,MIT,2020-05-22_03-12-17,v0.5.17+commit.d19bba13,Default,3,0,13241
BATG,0xff759254e578bc7f725428cecb612a502e604f42,35c22dcd4661f26,MIT,2020-02-23_05-57-01,v0.5.10+commit.5a6ea5b1,Default,1588,10000000000000000,4702
CapToken,0x3b43cc407cc59987538924dc5e43d18f33f5e3f6,73f2f09195927857,MIT,2018-09-28_01-03-35,v0.4.24+commit.e67f0147,Default,8,0,3296
PictosisGenesisExchanger,0xa5de27a585f590567888cb617ec0ca0f438fd21f,4e59b17137e699d3,MIT,2019-11-27_01-53-11,v0.5.13+commit.5b0b510c,Default,5,0,5012
Whitelist,0x4b3e82b8e548bbeae915f7c710d24f1afb25c140,51b0cbbafe4e49d0,MIT,2020-02-10_23-20-26,v0.5.16+commit.9c3226ce,Default,4,0,9807
Dinngo,0x451239b6d8f3c3767612aed9fc681afe186aa145,186cbca7c8440c96,MIT,2019-07-22_04-45-45,v0.5.6+commit.b259423e,Default,1,0,10897
SVToken,0x2e765da7107f84d9b071bba7d3894670137f7263,59961bd24010df3d,Unlicense,2020-06-01_20-41-34,v0.6.8+commit.0bbfe453,Default,2,0,3359
BitcoinSmooth,0x541d676940Fd68f2755c1585ec06a6f4857cf193,7fda6976dee2960c,MIT,2020-05-14_06-21-11,v0.4.24+commit.e67f0147,Default,4,0,5775
Waltonium,0xD5cF4698dD932baf19817C2487a51B4CD022c4c7,39d6323c69537b7e,MIT,2020-04-15_01-42-08,v0.4.26+commit.4563c3fc,Default,6,0,4081
Token,0xb9d475e3da6fd7da73c1ced9f460e1c039338732,5cf54583339b4d89,MIT,2019-11-04_09-50-59,v0.4.23+commit.124ca40d,Default,18,0,4750
GiftOfCompound,0x2faec022b75f4cad97c92540f7ce587e4019e2b5,19d15369794e743d,MIT,2019-11-02_04-58-09,v0.4.26+commit.4563c3fc,Default,2,0,3822
LaborContract,0xe0805fee7fa1e2334072378d2d5c1c5986058d5a,69853feaff690ff7,GNU LGPLv3,2019-10-23_17-04-14,v0.4.25+commit.59dbf8f1,Default,1,0,10544
ModerateBullZap,0x9dc5ee55de10f9345e9f58ea1539320b9644b2f4,80d1056122756ac,GNU GPLv2,2019-11-06_16-46-58,v0.5.12+commit.7709ece9,Default,32,0,5440
CoinDgpt,0x8ecff12e848c804526ce917343ebfa92c572309c,42713f3a151c4343,MIT,2019-10-10_08-29-00,v0.4.25+commit.59dbf8f1,Default,1,0,5688
WMVToken,0xa7d779c9db310a3cb281448dd1db7da8adcb335e,1167e4cc7f9b9748,MIT,2019-10-27_08-09-36,v0.5.8+commit.23d335f2,Default,2,0,6181
HOT,0xa78a974b487357ad5c17a072dfee4d31b839b331,414b7fe47b0c7e70,MIT,2020-01-02_18-10-44,v0.4.16+commit.d7661dd9,Default,2,0,7469
yCurveExchange,0x1a41781a8ba04f5818c91f62a1ff7df5e6cffc38,7306db4f2e76bb4e,MIT,2020-03-10_06-01-04,v0.5.16+commit.9c3226ce,Default,3,0,24465
Decimals,0x6190a479cfafcb1637f5485366bcbce418a68a4d,6332c046f75de754,MPL-2.0,2020-03-16_05-57-33,v0.5.16+commit.9c3226ce,Default,1,0,163
TokenSale,0x749b689079787858cf34f120a5101b00a1d7dc78,726edeac5f7178f1,MIT,2020-02-07_03-00-16,v0.5.16+commit.9c3226ce,Default,12,600000000000000000,3831
LexToken,0x6bcbde53b9bd2487b8d42142813ac893625cb460,4f2d5fcc5299ce8f,MIT,2020-04-27_01-02-19,v0.5.14+commit.1f1aaa4,Default,17,0,11078
FairDice,0xaeb330ed69bb596589d102ef6a21fef9a09c780e,5cdb78b775e0757d,MIT,2020-03-31_15-36-23,v0.4.26+commit.4563c3fc,Default,2,0,9474
Okextoken,0xcf369852f4149421f94b31a2530761da8bd9a870,16a8614423883826,Unlicense,2019-07-23_15-30-27,v0.4.16+commit.d7661dd9,Default,3,0,4797
Token,0x3c6f272827a54b810ea0874b995e7adb40b6a2b7,2088a58e447351a5,MIT,2020-03-18_12-34-47,v0.4.25+commit.59dbf8f1,Default,9,0,5203
OrchidListVerifier,0x5d18fe86bf42a3b2ddaebdf7fd8bc0578eab71f7,7870317ebcb201b2,GNU GPLv3,2020-01-23_22-35-13,v0.5.13+commit.5b0b510c,Default,1,0,664
ERC20Bridge,0x882bd868495323dd7d903e2ad69ef0b1f7d8853e,c0c0ef148bedd76,MIT,2020-04-14_23-24-10,v0.4.18+commit.9cf6e910,Default,19,0,5648
LockTokens,0xcb17e569890783e2a6a069e1d6b8ec48c56d4986,7e2053d6171fe2a8,MIT,2020-05-06_12-21-41,v0.6.6+commit.6c089d02,Default,1,0,1794
JiufenSeaside,0x4db73e6dcd4065f17ff28515eebb7248ce1a6691,7f47f552ce1161cd,GNU GPLv2,2020-01-14_08-01-50,v0.4.25+commit.59dbf8f1,Default,3,0,18972
JZTCToken,0x825a2c6FEca6a769875fd314182fB00B6F92AF35,31504f26c250cfa8,MIT,2019-10-09_06-07-07,v0.5.2+commit.1df8f40c,Default,1,0,20756
TokensView,0xae231af4ad8addd82b2db35aea39a285335dfd5a,2b25f2a842648149,MIT,2019-08-29_18-57-02,v0.5.11+commit.c082d0b4,Default,1,0,3332
DARICDXAU,0x358b7cfc4bb1dd8a2d472700493832e9c54ccc30,1b89c8dd36bacd7e,MIT,2020-04-24_19-24-07,v0.5.0+commit.1d4f565a,Default,16,0,9263
MECToken,0x9c186a6c1566372270beb87b78feb0a179a80a1f,6c5915143e1e5cb9,MIT,2019-10-13_06-05-45,v0.4.24+commit.e67f0147,Default,957,0,8825
CrystalMinter,0xbd13b6c3a59b77eaed86f3a0cef50a8efd06ab99,70dab93717b62826,MIT,2019-12-19_21-25-58,v0.5.8+commit.23d335f2,Default,353,0,8181
orfeed,0xf072663aa7fc310225910ccbe4a52e3755c896c6,6e3f69632b253eba,MIT,2019-10-25_13-43-46,v0.4.26+commit.4563c3fc,Default,1,0,11440
LegacyMakerOracleAdapter,0x5211fEbe5d129DFA871e004C39652E8254A73ef8,7835f1e6c5d47cfb,Apache-2.0,2019-08-23_19-57-15,v0.5.7+commit.6da8b019,byzantium,1,0,416
AlumniStoreContract,0x3d3972c31d6b434000758a106b979b0722b3b5b0,653352d9ea52cb22,MIT,2019-08-21_15-25-02,v0.5.8+commit.23d335f2,Default,106,0,1729
DssSpell,0x43aaC7F1b47ff29d33DEC14DCAa7901D1Bb8C006,3f4a73d6369cbb01,GNU GPLv3,2020-05-29_19-24-51,v0.5.12+commit.7709ece9,Default,3,0,2959
AdminUpgradeabilityProxy,0xd4fde75729c5d646e4ce35ad81411da498a69885,4bfa7d6b0ee22933,MIT,2020-01-02_20-34-25,v0.5.15+commit.6a57276f,Default,3,0,1563
TimeLockedTokenStorage,0xe0a4a032102f11a7983207201f38925e157a2ac9,217e801c67d809e4,MIT,2019-08-09_14-44-32,v0.4.24+commit.e67f0147,Default,683,0,11615
DharmaKeyRegistryV2,0x000000000d38df53b45c5733c7b34000de0bdf52,56230c38dfb4b206,MIT,2019-11-05_20-11-22,v0.5.11+commit.c082d0b4,Default,2,0,2930
Isdt,0xf2354f740f31704820f6fcfba70b9da065459b62,3a02a3618a0d9746,MIT,2020-01-20_03-14-24,v0.5.10+commit.5a6ea5b1,Default,7,0,14574
OPO,0x31179edfd7ef37b16c7643407321466cd0b33b53,23a3db786c21b727,MIT,2020-05-14_15-02-05,v0.5.7+commit.6da8b019,Default,1,0,2076
CompoundLoanInfo,0x576501abd98ce5472b03b7ab4f5980941db7ef37,39ba6e0c372ee66c,MIT,2020-05-08_10-02-12,v0.6.7+commit.b8d736ae,Default,1,0,9837
AGT,0x1457ef45c753e2675a409537250b66b3d0cadbad,4a3c1cf24cce9694,MIT,2019-10-13_06-24-18,v0.5.7+commit.6da8b019,Default,7880,0,7321
CurveTokenAdapter,0xb3ec8516ba74c9883a211a3687dc56814c0b67e4,2cf2ce43b233429b,GNU LGPLv3,2020-05-29_17-52-53,v0.6.5+commit.f956cc89,Default,1,0,2749
Whitelist,0x3af2aE62F0D3353C9F15B7fe678ccDAF2b2157C9,4e46649f353f5d95,GNU GPLv3,2019-08-30_16-19-13,v0.5.1+commit.c8a2cb62,Default,19,0,2772
UpgradeableToken,0x4246711f72e72b3a42c9f15633852d6382d2e098,454f3484798b67c5,MIT,2020-01-06_16-26-44,v0.5.5+commit.47a71e8f,byzantium,1,0,5388
Trustdelivery,0xd32e8e8f3839ec7b889da60fad9826e69adeaa2d,212f24be484e4d2b,Unlicense,2020-05-11_14-44-59,v0.6.4+commit.1dca32f3,Default,2,0,6150
DappTokenMock,0x4926865d7773504264f0c234851d159067ec7f12,2db0878c5a8a2299,MIT,2020-03-09_10-11-54,v0.6.1+commit.e6f7d5a4,Default,10,0,8676
CYP,0x7149d21e781a891df0dd29d2abcd95380122ba45,734dd41d8e345a6a,MIT,2020-04-25_20-15-45,v0.4.24+commit.e67f0147,Default,1,0,5775
IMO99,0x8b799f3da4e7971a676fb616ace798f71d49cea7,a5e6b798784daad,MIT,2020-01-20_11-51-32,v0.5.16+commit.9c3226ce,Default,4,0,3341
DecentralandVesting,0x2eb80de3ccf944083dfc50ccf3ca250368098569,7f4178e233fcca20,MIT,2020-05-04_20-49-40,v0.4.26+commit.4563c3fc,Default,1,0,6112
EOPBCTemplate,0xf5fc4ca75534e13d8120d8405e0d7d4662848592,5393a3ead42e35e6,GNU GPLv3,2019-12-17_19-19-34,v0.4.24+commit.e67f0147,Default,1,0,13670
AirDrop,0x39799db6b6a81b995ffcaac61e9c337c672deb0b,56fabe702aa9c5f2,MIT,2019-12-09_12-26-30,v0.5.13+commit.5b0b510c,Default,2,0,2378
EthSkyTrixToken,0xd6fc31c2e6ac6a95dcf95a3f23e842cf52af58e9,bfded98813e3735,MIT,2020-05-18_14-22-02,v0.5.11+commit.c082d0b4,Default,13,0,3997
SPADLAND,0x9663b10d21dda9b573586e52a6270685cbe9f4d4,7b5a043d43e524ae,MIT,2019-07-15_13-51-38,v0.4.26+commit.4563c3fc,Default,180,0,6368
GridMain,0x6f9b79f6a76f4eaeecd0c9a110c7cb2dd6ce9e6b,f0bd1fee11466ca,MIT,2019-10-21_16-59-34,v0.5.11+commit.c082d0b4,Default,13,0,10491
RToken,0x6c92065e35c77a87324f7828c2dca2e2944dce4c,36384efd1b662c50,MIT,2019-12-04_17-18-35,v0.5.12+commit.7709ece9,Default,1,0,17722
MedianBTCUSD,0xe0f30cb149faadc7247e953746be9bbbb6b5751f,818606ae1f4d18b,GNU GPLv3,2019-11-13_08-03-48,v0.5.12+commit.7709ece9,Default,4219,0,5616
ExpiringMultiParty,0x3f2D9eDd9702909Cf1F8C4237B7c4c5931F9C944,74caceca78d85f24,GNU GPLv3,2020-05-20_18-10-25,v0.6.6+commit.6c089d02,Default,34,0,20141
BONDS,0xbc02f77cC33B705cF1f961Dc2859Bc0fC1805ECa,26f0c2fb7dda6063,MIT,2019-10-05_22-49-34,v0.4.21+commit.dfe3193c,Default,18,46236900687464279,9962
Token,0x7C1C9B215780386215b2FF01bFef9146866925ce,1acd88efaf3f82a1,MIT,2020-01-11_16-47-55,v0.5.12+commit.7709ece9,Default,25,0,8645
CrowdsaleTokenExt,0x4673D0270D05260d39F6FdAF31D620Be95d242AB,c617362de81943d,MIT,2019-09-13_17-06-52,v0.4.11+commit.68ef5810,Default,6,0,8225
DonghoChoiCoin,0x1d9bb9efc11ce34cb16751ab35ba5a7a0a5e1a4a,3f397473e3bfb6b4,MIT,2019-11-11_09-34-20,v0.4.24+commit.e67f0147,Default,6,0,10569
Flexondata,0x01c01fbf26ea9d08f895e27621a16445e8134550,1b02411872377cd2,MIT,2019-10-01_06-08-51,v0.4.25+commit.59dbf8f1,Default,4,0,5915
BlocklogyCertificate,0xf766f9763443bb07e9b5974f566efb79dd8b705f,2b36dfcceb5c1d57,MIT,2019-08-05_19-38-45,v0.5.10+commit.5a6ea5b1,Default,1,0,3113
PooledCDAI,0x3d6d83649939baa953ddc589d2d5db775df91520,78a25fa71bfdf336,GNU GPLv3,2020-03-28_01-56-30,v0.5.17+commit.d19bba13,Default,2,0,9195
FixedSupplyToken,0x3668e5b02640dba32edb7fd6360f80f2b287640e,3308a63d204bdf06,MIT,2020-03-24_04-28-53,v0.5.0+commit.1d4f565a,Default,4,0,5931
APRWithPoolOracle,0x9f0842a5b18578abe1f7a5ade0c1f915116254d7,fdf76b4bf26a252,MIT,2020-02-04_04-48-10,v0.5.12+commit.7709ece9,Default,1,0,14096
PayperEx,0xc1d204d77861def49b6e769347a883b15ec397ff,19381d9f14886e78,MIT,2020-02-12_07-08-28,v0.4.24+commit.e67f0147,Default,1,0,5775
SuricoinToken,0x3030ab87085f652ae61001c1b24a51b52614fb55,22b9cc6bb5edc4c4,MIT,2019-09-19_15-49-29,v0.5.7+commit.6da8b019,Default,1,0,3984
GemJoin5,0xa191e578a6736167326d05c119ce0c90849e84b7,1bd08f6f6362fca4,GNU GPLv3,2020-03-16_15-49-56,v0.5.12+commit.7709ece9,Default,11,0,3311
Token,0x0C4892Ce724698205a03AE8167436Bb39d5E4D9B,506bbc42299f8280,MIT,2019-12-02_14-20-18,v0.5.13+commit.5b0b510c,Default,3,0,8870
BermToken,0xb7f4c286851cbf0cbf2fe8ebf40412b196c0e8ad,385d7506dbd26bf3,MIT,2019-08-08_19-16-11,v0.4.12+commit.194ff033,Default,1,0,7184
RBGT,0x12028be581b6ab8e6be1bb67abd39298ccadd6d5,306067624fe2f15c,GNU GPLv2,2020-06-10_07-26-57,v0.4.23+commit.124ca40d,Default,1,0,3214
OracleVerifier,0x6c00887f34c017aa1febb9e5Da8EF9d0Cb264C2F,f1ffc6367ebbb34,MIT,2019-07-29_15-52-48,v0.4.24+commit.e67f0147,Default,216,0,7571
ProofOfPerformance,0x9a2e3a3c73a9edf5b23c54f2ce61a1f8fdde4a18,a56dcba5fbf995a,Apache-2.0,2019-10-15_19-51-14,v0.5.4+commit.9549d8ff,Default,9,0,6124
PartnerDeployer,0x0577c56880592d11635d3450063ef773bffc60f6,567e3d5277237989,Unlicense,2020-04-07_17-47-00,v0.5.11+commit.c082d0b4,Default,1,0,3108
OneSplitViewWrap,0x847d12559c0c20a87b2db40e79ad9fc1c58f686a,5ff94dddc647f92a,MIT,2020-05-23_08-46-19,v0.5.17+commit.d19bba13,Default,1,0,13564
air777,0x66ca1f903a43942992c41d610e8a33a951914d33,740ef6a7192c5868,MIT,2019-09-09_19-47-58,v0.4.25+commit.59dbf8f1,Default,1,0,1982
ADAMASUtilityToken,0x7fB103e6b5D11e98e58118fF31e0b41bC40786a0,2eba2c47062929bd,GNU GPLv2,2020-01-31_17-16-40,v0.4.25+commit.59dbf8f1,Default,7,0,5963
Lamp888Token,0x5facec6e543e1a4acf46f0dbe25d85e6cc48eaec,22c121314f084d63,MIT,2019-12-30_10-18-27,v0.4.22+commit.4cb486ee,Default,284,0,11537
Application,0x22895ba3ee81ab5f12753bd13b52858f8857d518,363460f0dca780c8,MIT,2020-05-25_19-12-37,v0.5.17+commit.d19bba13,Default,10,0,2333
NuLink,0x493c8d6a973246a7B26Aa8Ef4b1494867A825DE5,5365d60641c73d92,MIT,2020-02-20_21-06-37,v0.4.26+commit.4563c3fc,Default,1461,0,3214
CompoundFeeTransactionManager,0xf3fddc6e077c0576c03d47932472aa90ad063ab1,3ead34b5a4902b4f,MIT,2019-10-12_21-53-19,v0.5.12+commit.7709ece9,Default,1,0,4866
StandardNFTFactory,0x01fec9f6a261b9e1a7b936e95ccaeea51a023750,77b5cd347fa5dfd2,MIT,2019-07-27_20-52-25,v0.4.26+commit.4563c3fc,Default,1,0,16597
ETHERALIVE,0x4b7c9eace3d4e5fe951a68308e056d8cd857c183,2a88cc6a8018cbd9,MIT,2020-02-15_05-30-52,v0.5.12+commit.7709ece9,Default,19,0,7848
DssDecember27Spell,0x94c19e029f5a1a115f3b99ad87da24d33e60a0e1,4e4f3cd12e654f9f,GNU GPLv3,2019-12-27_18-37-47,v0.5.12+commit.7709ece9,Default,2,0,2042
Blacklist,0x29d9ede1d2fac6fe3b19d6005a81540d094665a5,1921c1ee4c8cf023,GNU GPLv3,2020-03-26_09-41-37,v0.5.8+commit.23d335f2,Default,1,0,1800
WhitelistAdvanced,0xa5b5b72362654adF78f6e89834dB80F2cbb9da14,67d6cb8b83a69988,MIT,2019-09-28_15-13-52,v0.5.6+commit.b259423e,Default,57,0,2197
ERC20Token,0x5323ab0fb78c20ed32ef1ed0a4b529942aa3e026,24731212eef706ee,GNU GPLv3,2020-05-13_11-49-00,v0.4.20+commit.3155dd80,Default,2,0,4004
RoyalToken,0xc03df2929b0bef1f6f80f315069671809a0ba27b,697961291b119c00,MIT,2019-09-14_07-02-06,v0.4.24+commit.e67f0147,Default,12,0,5775
MCDSaverProxy,0x1637d405f61a6c6aa54d0a28fab85b7ea9e81932,7d95611ae04f939e,MIT,2020-01-17_13-12-10,v0.5.12+commit.7709ece9,Default,1,0,21237
TransferManager,0x103675510a219bd84CE91d1bcb82Ca194D665a09,55119cc8452ee3c6,GNU GPLv3,2020-05-07_18-50-03,v0.5.4+commit.9549d8ff,Default,10000,0,19465
EticaRelease,0x8D67753914a94f84947B1AC0AD4Ae66B23494E96,33e1071dd99be7b7,MIT,2019-10-28_11-23-01,v0.5.2+commit.1df8f40c,byzantium,10000,0,22083
UpToken,0x1a44e3774780af20657121a8abdd16272f2b388a,594ac8c35c2964a8,MIT,2019-07-31_01-50-03,v0.4.21+commit.dfe3193c,Default,7,0,3130
Trader,0x4B9C13e932dE7597997D2F75e03616CBA5413511,4be002541ccc58d9,MIT,2020-03-20_23-48-30,v0.4.26+commit.4563c3fc,Default,2,7000000000000000,3763
CurveFlash,0x683074eca461124eaa58ea1dc04d37505ab16b78,4964780762abdea0,MIT,2020-02-20_14-23-59,v0.5.12+commit.7709ece9,Default,2,0,9005
InstaAccount,0x7CB97cc622d2CD3F403e49A369C1CF6dec0342f8,47e96b66ae019ebc,MIT,2020-05-08_00-12-24,v0.6.0+commit.26b70077,Default,1,0,581
InstaDydx,0xba44d802692d760b97c1fdff51d54bbbc55fdff8,515c16b43cfd8a2a,MIT,2019-10-05_10-05-34,v0.5.8+commit.23d335f2,Default,1,0,7477
Unlock,0xe36793f0b4db71ff0a5216412f80ba89b2927445,42fc60dfa10a0555,MIT,2020-01-05_04-02-43,v0.5.12+commit.7709ece9,Default,1,0,4784
TermsOfService,0x7c31b2b656fa7fe723a4f6f8dc2bfb44ffd8bc13,8331dac1ac5c37a,MIT,2020-06-02_02-13-25,v0.5.17+commit.d19bba13,Default,8,25000000000000000,7445
Trader,0xafe2a7346fc650ef3232c4eb79d6b7673d6a9113,299df383292ab6d6,MIT,2020-03-02_06-06-33,v0.4.26+commit.4563c3fc,Default,8,0,5825
BulksenderProxy,0x5c3c090a8677b46da26ce86274ac399e61c64daf,5bc44c5d8e3b244a,MIT,2020-02-29_12-45-32,v0.4.24+commit.e67f0147,Default,1,0,2546
MainToken,0x0B96eDCBF6C4a96b672034F12BAdF098de6eA26C,64f0ec6525ca4fb5,GNU GPLv3,2020-04-18_19-58-34,v0.4.24+commit.e67f0147,Default,1,0,6701
BancorConverterRegistry,0x9876b4f94e6035304bf792375c53136be158c3d8,8c05b2f5c1fbb51,Apache-2.0,2019-12-12_15-08-46,v0.4.26+commit.4563c3fc,Default,1,0,7389
PaidFantastic12Factory,0x5339CA2b8148C5803236D8592a98411c4Ae881f8,1c22091a3df374fe,GNU GPLv3,2020-01-25_02-34-22,v0.5.16+commit.9c3226ce,Default,2,0,2139
RisingSun,0x338D06bC12172c60771D27bC583C93E7b6ba7837,7400d52ef3cd3ca0,MIT,2020-02-09_16-38-33,v0.4.24+commit.e67f0147,Default,25,0,3296
DSSpell,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,3e55e4dfc24efafa,GNU GPLv3,2019-10-11_10-59-54,v0.5.11+commit.c082d0b4,Default,4,0,1011
GAIASTO,0x771d58b46d2cedeb47492dfb24b632e3e6783f8e,6f8276c606582da0,MIT,2019-08-23_03-07-06,v0.4.24+commit.e67f0147,Default,9,0,2557
SwapperFactory,0x0cb6f0a13f25afb4adef19736a7eb338dc52333e,5fc4897bc89b2fc4,MIT,2020-04-06_21-24-06,v0.5.16+commit.9c3226ce,Default,15,0,8438
FixedSupplyCratesSale,0x2e61c63e045a978b51c6517c79c2592fcfbc82cd,33c346117006491f,MIT,2020-02-24_14-29-24,v0.5.16+commit.9c3226ce,Default,792,337300000000000000,21573
GiftOfCompound,0xc30c69403f9f25ce965119bb95346bbfad1af7c7,1590948e59c2c056,MIT,2019-11-01_09-50-29,v0.4.26+commit.4563c3fc,Default,3,0,3463
ldoh,0x67575a2a66f6cdb57faad0b632f99955512a675e,5ef6de4014f59f9f,GNU GPLv3,2019-08-19_17-18-00,v0.4.25+commit.59dbf8f1,Default,22,0,17818
PriceFeed,0x8ab2454829f605b1c232cdc6a3a05f6972606ff5,5bb9f4450353e580,GNU GPLv3,2020-01-15_22-03-15,v0.4.25+commit.59dbf8f1,Default,656,0,2014
MainToken,0x331a4589516eae384ea5f557853af6af73b9534e,241e7bb606c46534,GNU GPLv3,2020-05-25_13-50-29,v0.4.24+commit.e67f0147,Default,4,0,6701
againstTokenRegister,0xd88961b58d6b049404554117fcb94788a6ae7df8,6a524fdf355f4cb5,MIT,2019-07-22_20-53-35,v0.4.24+commit.e67f0147,Default,23,0,14944
IUSO,0x424c9035bc3606f2887a5bbe28beaa9de49db9e8,26e942c426cfddba,MIT,2020-05-25_20-07-07,v0.5.17+commit.d19bba13,Default,2,0,2952
BasicTokenBridge,0x7d7539275328f8df58ce9a1adb4f1051afc1dec2,643450668fd546a6,GNU GPLv2,2020-01-22_03-00-31,v0.4.26+commit.4563c3fc,Default,1,0,3787
TokenList,0x24301E2Bf0333e840745AC284ba502D800b3705e,2b1a54b2a285f49f,MIT,2019-09-04_11-19-23,v0.5.10+commit.5a6ea5b1,Default,6,0,1674
XigmaProtocol,0x6569c0b45cffbf6398454988613968b820a31ad0,5eb72acbb6e2fd87,Unlicense,2020-01-06_14-31-41,v0.4.25+commit.59dbf8f1,Default,3,0,8107
PayPalToken,0x1da73c1a17f136faf15a666b645dde92a608d809,3d1c06fe84866536,GNU GPLv2,2020-04-10_15-55-39,v0.4.24+commit.e67f0147,Default,6,0,5775
SGDX,0x3b35566bcababf9db7fbdf27148b87249b941690,d376d2c2bc7fa0c,MIT,2019-09-17_16-53-14,v0.5.0+commit.1d4f565a,Default,130,0,14814
MainToken,0x3debD54a01a1FC12282Afd1FC39738ee3B9240Be,6b25e6ee170cf673,GNU GPLv3,2019-11-19_08-48-54,v0.4.24+commit.e67f0147,Default,12,0,6727
AIGO,0x06a18723818cdf9ab08ed8ceb0b931777a41c8f9,2db6bd2b2598f177,Unlicense,2019-08-03_09-32-07,v0.4.21+commit.dfe3193c,Default,12,0,7845
Exchange,0x0c74f22130c985fa02e7105d6095fb782e9eb08c,76aab622ef293087,GNU GPLv2,2019-11-05_09-42-52,v0.4.25+commit.59dbf8f1,Default,189,0,22764
WarmWallet,0x62ae810c2209702c1b1725c44107c413c1ab8231,5776176daf8cfb2b,GNU GPLv2,2019-08-28_05-22-56,v0.4.18+commit.9cf6e910,Default,24,0,1984
ZkAssetDetailed,0xc5c0B2E7a265c96D29aE1E4e70Cd542deDc87aee,614036ca6a17583e,GNU LGPLv3,2020-02-01_01-41-51,v0.5.16+commit.9c3226ce,petersburg,7,0,9285
Expiry,0x736AEd44debEd3C273af836409deAaF6722671b2,671e48a5e1a237a6,Apache-2.0,2020-06-09_09-40-40,v0.5.7+commit.6da8b019,Default,2,0,9135
Trader,0x6f27e99adcaa431b5100049ad0bbfdda8b4de20b,85fece23d58943,MIT,2020-04-30_23-38-50,v0.4.26+commit.4563c3fc,Default,1,0,3763
Crowdsale,0xe477aabfb8e65fbbb47bddc5ac8aa250fdcaaf6e,662ca61c2b505eb8,MIT,2019-09-20_12-17-03,v0.5.11+commit.c082d0b4,Default,3,0,2366
NiftyBuilderMaster,0x6efb06cf568253a53c7511bd3c31ab28becb0192,3943b380a88926ab,MIT,2020-02-01_18-17-53,v0.5.12+commit.7709ece9,Default,1,0,4041
Exchange,0x1c5361730f8579dfd8ac5ee1c93f4e182820f876,7dbaea1c74294ee,GNU GPLv2,2019-10-12_12-07-07,v0.4.25+commit.59dbf8f1,Default,26,0,24279
AIRToken,0x97f8dff1ad346c70f236de97ae6794254894330c,4a8d842a0b123084,MIT,2019-12-09_11-57-00,v0.5.13+commit.5b0b510c,Default,3,0,7262
Vesting,0x38cf1e7839b71171d236acee0bdf292232f7bc97,eaaa6c0a27e2991,MIT,2019-09-16_11-54-32,v0.4.24+commit.e67f0147,Default,3,30000000000,3813
Sales,0xF0c677394C5FE4AA12175738FBe69e3c78997c1D,1f28bcf49b8215e6,MIT,2020-02-24_18-23-26,v0.5.10+commit.5a6ea5b1,Default,1,0,10922
Token,0xb95be375f53f377935d0e88ec832dd05e590f269,e638301a943656f,MIT,2019-09-02_09-33-38,v0.4.24+commit.e67f0147,Default,7,0,4482
CCP,0x3d67d0f59db5e610ad9b152639f1123ae7492d6d,4576a13f2b224881,Apache-2.0,2019-10-22_18-43-22,v0.5.11+commit.c082d0b4,byzantium,21,13999999999999999,7324
DedgeExitManager,0xaf40bb3f6365149a3944c25a4778c464dc1428b2,4aa8535b1316f6dc,MIT,2020-04-09_13-16-48,v0.5.16+commit.9c3226ce,Default,1,0,5910
TimeSeriesFeed,0x444622deFCB05204A6F85E39A414658460679710,555f879d7bb16b1b,Apache-2.0,2019-09-03_21-09-56,v0.5.7+commit.6da8b019,byzantium,3,0,3342
ClaimsReward,0xe80f4d88288bd71df7bd36dd1b53e5df4b7d413c,70fc9cc7bbfaba24,GNU GPLv3,2020-05-12_18-51-00,v0.5.7+commit.6da8b019,Default,34,0,17795
DharmaUpgradeBeaconControllerManager,0x00000000008a10a98969a000d1c0aba90f858d6a,4d2854d292b7e516,MIT,2019-11-15_03-54-19,v0.5.11+commit.c082d0b4,Default,17,0,12075
MysteriousSound,0x1977c795b5f52bf6f8150136b07822d1f00704f3,395ffb2a84dd6a7a,MIT,2019-08-30_07-57-01,v0.4.24+commit.e67f0147,Default,1939,0,8119
Market,0x88c7b1f41dde50effc25541a2e0769b887eb2ee7,4ed7b140d17e3975,MPL-2.0,2020-03-06_03-50-26,v0.5.16+commit.9c3226ce,Default,5,0,6309
